 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed
1	1	10	35	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001710	0.419284	0.0564307	0.0564307	1	null	null	null	-0.0316141	0.0502501	0.529261	0.0461636	46.1669	46	1486	3.58735	2.33283	1.03911	18.6527	66.0194	13.8147	247.983	null	null	null	null	1	1	null	1	84.6721	84	65	61	null	null	null	6.52e-28	7.7947	13.8147	247.983	null	55.7873	56	1486	4.97961	0.983411	1.15395	16.3268	59.1978	16.2965	230.573	null	null	null	null	1	1	null	1	75.5246	75	65	61	null	null	null	5.56e-21	8.96215	16.2965	230.573	null
1	1	10	36	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001760	0.419284	0.291606	0.291606	1	null	null	null	0.438955	0.0603446	3.49e-13	0.292388	46.1223	46	1496	3.56578	2.33283	1.05207	8.44609	66.0194	12.8563	103.212	null	null	null	null	1	1	null	1	74.4655	74	65	58	null	null	null	2.29e-11	7.7033	12.8563	103.212	null	55.6043	56	1496	4.90292	0.983411	1.16957	18.4574	59.1978	17.9698	283.586	null	null	null	null	1	1	null	1	77.6552	76.5	65	58	null	null	null	1.06e-22	8.85864	17.9698	283.586	null
1	1	10	37	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001810	0.419284	0.176646	0.176646	1	null	null	null	0.0420408	0.0493469	0.394245	0.17503	46.108	46	1519	3.57457	2.33283	1.42031	41.5595	66.0194	23.6251	691.291	null	null	null	null	1	1	null	1	107.579	108	65	57	7	null	null	1.5e-37	10.4982	23.6251	691.291	null	55.5774	55	1519	4.75241	0.983411	1.8396	67.4689	59.1978	20.7645	761.556	null	null	null	null	1	1	null	1	126.667	126	65	57	3	null	null	4.35e-41	13.8581	20.7645	761.556	null
1	1	10	38	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001860	0.419284	0.266205	0.266205	1	null	null	null	-0.0195163	0.0491843	0.691515	0.266631	45.9335	46	1804	3.56883	2.33283	1.88683	80.9161	66.0194	34.8157	1493.06	null	null	null	null	1	1	null	1	146.935	146	65	62	null	null	null	7.8e-49	14.6812	34.8157	1493.06	null	55.6064	55	1804	4.86846	0.983411	2.59834	140.286	59.1978	26.4389	1427.45	null	null	null	null	1	1	null	1	199.484	201.5	65	62	1	null	null	2.23e-53	20.4368	26.4389	1427.45	null
1	1	11	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000011	0.419284	0.530987	0.530987	1	null	null	null	0.125966	0.0499935	0.0117474	0.532473	46.3085	46	1676	3.60046	2.33283	3.31621	171.099	66.0194	63.056	3253.36	null	null	null	null	1	1	null	1	237.119	234	65	59	null	null	null	1.01e-50	25.3752	63.056	3253.36	null	56.2237	56	1676	4.80057	0.983411	7.18422	440.345	59.1978	70.9389	4348.08	null	1	null	null	1	1	null	1	499.542	498	65	59	4	null	null	1.88e-54	55.1751	70.9389	4348.08	null
1	1	11	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000061	0.419284	0.332651	0.332651	1	null	null	null	-0.189912	0.0510597	0.000199689	0.332836	46.5404	47	1523	3.66647	2.33283	4.41245	418.524	66.0194	84.9997	8062.28	null	null	null	null	1	1	null	1	484.544	480	65	57	2	null	null	5.69e-64	33.2416	84.9997	8062.28	null	56.3966	56	1523	4.81419	0.983411	5.46489	534.188	59.1978	53.2639	5206.5	null	1	null	null	1	1	null	1	593.386	595	65	57	1	null	null	2.56e-64	41.2487	53.2639	5206.5	null
1	1	11	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000111	0.419284	-0.0255746	-0.0255746	null	null	null	null	-0.414391	0.103806	6.55e-05	-0.0514796	46.6542	47	1472	3.66965	2.33283	0.733365	14.4568	66.0194	8.59369	169.407	null	null	null	null	1	1	null	1	80.4762	81	65	63	null	null	null	2.7e-33	5.34867	8.59369	169.407	null	56.1821	56	1472	4.79329	0.983411	0.945863	4.07203	59.1978	15.155	65.2439	null	null	null	null	1	1	null	1	63.2698	63	65	63	null	null	null	5.83e-05	7.44486	15.155	65.2439	null
1	1	11	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000161	0.419284	0.0294633	0.0294633	null	null	null	null	-0.18044	0.126927	0.15514	0.00894041	46.501	47	1465	3.69798	2.33283	0.776112	6.34724	66.0194	9.48917	77.6049	null	null	null	null	1	1	null	1	72.3667	72	65	60	2	1	null	4.35e-12	5.57831	9.48917	77.6049	null	56.0608	56	1465	4.67083	0.983411	0.897517	3.33552	59.1978	13.7825	51.2211	null	null	null	null	1	1	null	1	62.5333	61.5	65	60	null	null	null	0.000439875	6.88764	13.7825	51.2211	null
1	1	11	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000211	0.419284	0.179204	0.179204	1	null	null	null	0.0424968	0.0497356	0.392854	0.177551	46.6493	47	1360	3.8243	2.33283	1.0527	22.5639	66.0194	15.4648	331.477	null	null	null	null	1	1	null	1	88.5833	88	65	60	null	null	null	4.04e-32	7.84012	15.4648	331.477	null	55.5044	55	1360	5.4239	0.983411	1.5594	28.6022	59.1978	19.93	365.552	null	null	null	null	1	1	null	1	87.8	90	65	60	null	null	null	3.22e-26	12.042	19.93	365.552	null
1	1	11	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000261	0.419284	0.344227	0.344227	1	null	null	null	-0.129665	0.0500398	0.00956291	0.0389011	46.6654	47	1351	3.78347	2.33283	0.29875	65151.2	66.0194	4.75623	1040000	null	null	null	null	1	1	1	1	65217.2	65217	65	61	null	null	61	6.43767536531144e-321	0.580653	4.75623	1040000	null	55.4885	56	1351	5.58341	0.983411	0.146165	65249.7	59.1978	1.72376	769507	null	null	null	null	1	1	1	1	65308.9	65309	65	61	null	null	61	null	0.62899	1.72376	769507	null
1	1	11	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000311	0.419284	0.802011	0.802011	1	null	null	null	-0.277475	0.0531652	1.8e-07	0.802135	46.6177	47	1381	3.78174	2.33283	14.2411	1026.69	66.0194	267.683	19298.3	null	null	null	null	1	1	null	1	1092.71	1078	65	56	6	null	null	3.52e-56	106.549	267.683	19298.3	null	55.7777	56	1381	5.72414	0.983411	15.9859	1019.84	59.1978	159.68	10186.9	null	null	null	null	1	1	null	1	1079.04	1065	65	56	2	null	null	2.91e-53	119.624	159.68	10186.9	null
1	1	11	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000361	0.419284	0.0891494	0.0891494	null	null	null	null	0.494302	0.0641566	1.31e-14	0.0751589	46.6793	47	1456	3.69594	2.33283	0.832129	6.03415	66.0194	9.76744	70.8282	null	null	null	null	1	1	null	null	72.0536	72	65	56	null	null	null	4.33e-10	5.83849	9.76744	70.8282	null	56.0034	56	1456	5.07409	0.983411	0.921392	13.82	59.1978	14.7382	221.059	null	null	null	null	1	1	null	1	73.0179	73	65	56	2	null	null	1.94e-21	6.83438	14.7382	221.059	null
1	1	11	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000411	0.419284	0.148273	0.148273	1	null	null	null	-0.435414	0.0606918	7.27e-13	0.135486	46.6947	47	1477	3.58438	2.33283	0.947449	20.6472	66.0194	11.3285	246.875	null	null	null	null	1	1	null	1	86.6667	86	65	60	2	null	null	3.45e-33	6.98829	11.3285	246.875	null	56.0914	56	1477	4.98294	0.983411	0.743447	5.76886	59.1978	11.6741	90.5865	null	null	null	null	1	1	null	1	64.9667	65	65	60	null	null	null	1.01e-10	5.68067	11.6741	90.5865	null
1	1	11	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000461	0.419284	0.0199382	0.0199382	1	null	null	null	-1.9845	0.160449	3.87e-35	0.0151739	46.7861	47	1487	3.61636	2.33283	3.46603	302.997	66.0194	53.9511	4716.35	null	null	null	null	1	1	null	1	369.017	372	65	60	1	null	null	8.01e-65	26.7541	53.9511	4716.35	null	56.0511	56	1487	4.90475	0.983411	0.858971	4.05219	59.1978	10.361	48.8777	null	null	null	null	1	1	null	1	63.25	62.5	65	60	1	null	null	1.42e-05	6.58613	10.361	48.8777	null
1	1	11	11	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000511	0.419284	0.576095	0.576095	1	null	null	null	-0.0408128	0.0492272	0.407065	0.577751	46.5502	46	1463	3.53834	2.33283	3.28017	295.241	66.0194	63.2956	5697.09	null	null	null	null	1	1	null	1	361.26	361.5	65	50	4	4	null	8.94e-57	23.1039	63.2956	5697.09	null	55.8824	56	1463	4.69127	0.983411	6.46423	533.002	59.1978	62.8968	5186.1	null	null	null	null	1	1	null	1	592.2	590.5	65	50	4	1	null	2.92e-54	45.7009	62.8968	5186.1	null
1	1	11	12	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000561	0.419284	0.0624685	0.0624685	1	null	null	null	0.0862813	0.0504214	0.0870436	0.0506412	46.3948	46	1502	3.62801	2.33283	0.926489	17.3026	66.0194	12.6497	236.239	null	null	null	null	1	1	null	1	83.322	83	65	59	1	null	null	5.34e-29	6.76054	12.6497	236.239	null	55.6491	56	1502	4.80174	0.983411	1.08931	20.9547	59.1978	14.9797	288.159	null	null	null	null	1	1	null	1	80.1525	81	65	59	2	null	null	3.24e-27	8.31454	14.9797	288.159	null
1	1	11	13	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000611	0.419284	0.135779	0.135779	1	null	null	null	-0.156777	0.0508409	0.00204456	0.132882	46.2951	46	1508	3.64661	2.33283	1.09168	31.0484	66.0194	16.4141	466.831	null	null	null	null	1	1	null	1	97.0678	97	65	59	2	1	null	4.96e-39	8.08546	16.4141	466.831	null	55.626	55	1508	4.88847	0.983411	1.69867	26.0564	59.1978	21.2118	325.374	null	null	null	null	1	1	null	1	85.2542	83	65	59	null	null	null	3.5e-22	13.014	21.2118	325.374	null
1	1	11	14	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000661	0.419284	0.209432	0.209432	1	null	null	null	0.0335858	0.0492051	0.49488	0.209411	46.0516	46	1491	3.69555	2.33283	2.80777	133.532	66.0194	52.6164	2502.33	null	null	null	null	1	1	null	1	199.552	195.5	65	58	2	null	null	2.71e-48	21.2695	52.6164	2502.33	null	55.4802	55	1491	4.92195	0.983411	4.32438	269.837	59.1978	43.3265	2703.53	null	null	null	null	1	1	null	1	329.034	327	65	58	1	null	null	3.15e-54	32.9204	43.3265	2703.53	null
1	1	11	15	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000711	0.419284	-0.0470573	-0.0470573	1	null	null	null	0.191004	0.0513778	0.000201094	-0.0581922	46.121	46	1487	3.63383	2.33283	1.00846	23.0472	66.0194	15.4973	354.176	null	null	null	null	1	1	null	1	89.0667	89	65	60	null	null	null	4.67e-34	7.48301	15.4973	354.176	null	55.5313	55	1487	4.95024	0.983411	1.71684	45.0022	59.1978	20.9758	549.823	null	null	null	null	1	1	null	1	104.2	104	65	60	1	null	null	2.06e-34	13.265	20.9758	549.823	null
1	1	11	16	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000761	0.419284	0.019297	0.019297	null	null	null	null	-1.33825	0.310778	1.66e-05	-0.00270918	46.1877	46	1492	3.60169	2.33283	0.957956	27.6077	66.0194	11.5949	334.157	null	null	null	null	1	1	null	1	93.6271	93	65	59	3	null	null	2.04e-40	7.01451	11.5949	334.157	null	55.557	55.5	1492	4.94505	0.983411	0.707285	0.988629	59.1978	10.9714	15.3356	null	null	null	null	1	null	null	null	60.1864	60	65	59	1	null	null	0.167196	5.35136	10.9714	15.3356	null
1	1	11	17	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000811	0.419284	0.121523	0.121523	1	null	null	null	0.0342216	0.0493263	0.48782	0.117527	46.4142	46	1509	3.62574	2.33283	1.18031	40.3139	66.0194	19.4731	665.107	null	null	null	null	1	1	null	1	106.333	106.5	65	60	null	null	null	6.59e-44	8.86369	19.4731	665.107	null	55.6216	55	1509	4.92766	0.983411	1.58287	63.2355	59.1978	18.0135	719.637	null	null	null	null	1	1	null	1	122.433	119.5	65	60	1	null	null	8.78e-45	12.2244	18.0135	719.637	null
1	1	11	18	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000861	0.419284	-0.00971996	-0.00971996	1	null	null	null	-1.95813	0.158436	4.35e-35	-0.0182411	46.382	46	1492	3.56376	2.33283	2.32808	236.349	66.0194	34.6195	3514.6	null	null	null	null	1	1	null	1	302.368	303	65	57	3	1	null	8.49e-67	17.4403	34.6195	3514.6	null	55.811	56	1492	5.0099	0.983411	0.779303	3.06535	59.1978	9.8395	38.7031	null	null	null	null	1	1	null	1	62.2632	62	65	57	1	1	null	0.000223597	5.81109	9.8395	38.7031	null
1	1	11	19	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000911	0.419284	-0.111232	-0.111232	1	null	null	null	0.138429	0.0501787	0.00580293	-0.116322	46.3649	46	1499	3.56565	2.33283	1.53422	95.9449	66.0194	28.4999	1782.29	null	null	null	null	1	1	null	1	161.964	161	65	56	1	null	null	1.12e-55	11.275	28.4999	1782.29	null	55.7799	56	1499	5.00423	0.983411	3.2989	242.534	59.1978	33.3428	2451.36	null	null	null	null	1	1	null	1	301.732	299	65	56	null	1	null	1e-56	24.6698	33.3428	2451.36	null
1	1	11	20	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000961	0.419284	0.0637182	0.0637182	1	null	null	null	0.0489843	0.0492762	0.320185	0.0625504	46.3564	46	1501	3.6277	2.33283	2.00705	117.894	66.0194	37.4388	2199.16	null	null	null	null	1	1	null	1	183.914	182	65	58	1	null	null	2.45e-54	15.1255	37.4388	2199.16	null	55.7821	56	1501	5.06648	0.983411	3.98497	244.578	59.1978	40.1097	2461.74	null	null	null	null	1	1	null	1	303.776	306	65	58	null	null	null	7.78e-54	30.3344	40.1097	2461.74	null
1	1	11	21	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001011	0.419284	0.527417	0.527417	1	null	null	null	-0.0728144	0.0494228	0.140671	0.528093	46.3249	46	1496	3.66162	2.33283	4.72442	443.659	66.0194	90.407	8489.91	null	null	null	null	1	1	null	1	509.678	515	65	59	null	1	null	1.89e-65	36.2208	90.407	8489.91	null	55.863	56	1496	5.09698	0.983411	8.47223	731.734	59.1978	83.1252	7179.4	null	null	null	null	1	1	null	1	790.932	799	65	59	null	null	null	5.41e-63	65.0697	83.1252	7179.4	null
1	1	11	22	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001061	0.419284	0.691579	0.691579	1	null	null	null	0.0237921	0.0491656	0.628445	0.691723	46.4221	46	1483	3.56298	2.33283	12.3604	1385.66	66.0194	229.137	25687.2	null	null	null	null	1	1	null	1	1451.68	1465	65	59	null	null	null	1.45e-69	94.9164	229.137	25687.2	null	56.0614	56	1483	5.07165	0.983411	20.8463	2679.06	59.1978	211.133	27133.7	null	null	null	null	1	1	null	1	2738.25	2756	65	59	null	1	null	6.18e-73	160.121	211.133	27133.7	null
1	1	11	23	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001111	0.419284	0.0745565	0.0745565	1	null	null	null	-0.0851051	0.0503676	0.0910893	0.0647714	46.3216	46	1480	3.53682	2.33283	1.06993	21.4449	66.0194	14.7251	295.14	null	null	null	null	1	1	null	1	87.4643	87	65	56	4	null	null	3.34e-29	7.70823	14.7251	295.14	null	56.0027	56	1480	4.95961	0.983411	1.09912	17.7843	59.1978	14.9944	242.618	null	null	null	null	1	1	null	1	76.9821	76.5	65	56	1	null	null	7.59e-23	8.17422	14.9944	242.618	null
1	1	11	24	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001161	0.419284	0.150485	0.150485	1	null	null	null	0.205784	0.0515059	6.46e-05	0.149159	46.2678	46	1516	3.59494	2.33283	1.23941	33.2009	66.0194	20.4619	548.129	null	null	null	null	1	1	null	1	99.2203	101	65	59	null	null	null	1e-36	9.257	20.4619	548.129	null	55.5092	55	1516	4.89553	0.983411	2.09749	77.4124	59.1978	23.8537	880.373	null	null	null	null	1	1	null	1	136.61	135	65	59	1	null	null	3.6e-42	16.0839	23.8537	880.373	null
1	1	11	25	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001211	0.419284	0.298921	0.298921	1	null	null	null	0.377164	0.0563982	2.27e-11	0.303128	46.0205	46	1512	3.55856	2.33283	1.39144	55.1281	66.0194	25.7494	1020.18	null	null	null	null	1	1	null	1	121.148	122	65	61	1	null	null	1.89e-47	10.6299	25.7494	1020.18	null	55.3525	55	1512	4.7888	0.983411	4.17633	239.638	59.1978	42.3721	2431.32	null	null	null	null	1	1	null	1	298.836	303	65	61	null	null	null	3.39e-54	32.6043	42.3721	2431.32	null
1	1	11	26	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001261	0.419284	-0.0503382	-0.0503382	1	null	null	null	-0.0897439	0.0497066	0.0710005	-0.0596378	46.0151	46	1521	3.61126	2.33283	1.16856	45.0732	66.0194	19.1596	739.014	null	null	null	null	1	1	null	1	111.093	109.5	65	54	2	2	null	5.06e-44	8.31972	19.1596	739.014	null	55.2518	55	1521	4.78461	0.983411	1.7349	52.4874	59.1978	19.8668	601.048	null	null	null	null	1	1	null	1	111.685	110	65	54	5	null	null	2.44e-35	12.7173	19.8668	601.048	null
1	1	11	27	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001311	0.419284	0.0781995	0.0781995	1	null	null	null	0.272794	0.0557594	9.96e-07	0.064751	45.934	46	1455	3.25569	2.33283	0.821072	8.64724	66.0194	9.73574	102.533	null	null	null	null	1	1	null	1	74.6667	76	65	57	3	null	null	3.3e-16	5.80127	9.73574	102.533	null	55.1175	55	1455	4.83659	0.983411	0.998143	12.1355	59.1978	15.805	192.158	null	null	null	null	1	1	null	1	71.3333	73	65	57	null	null	null	1.49e-17	7.47934	15.805	192.158	null
1	1	11	28	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001361	0.419284	0.639943	0.639943	1	null	null	null	0.16918	0.0506681	0.000840855	0.64151	45.9067	46	1457	3.22968	2.33283	3.73643	271.464	66.0194	72.0274	5233.04	null	null	null	null	1	1	null	1	337.484	329	65	62	null	null	null	1.64e-61	29.3323	72.0274	5233.04	null	55.1812	55	1457	4.93071	0.983411	9.64608	793.205	59.1978	93.9505	7725.63	null	null	null	null	1	1	null	1	852.403	842.5	65	62	null	null	null	3.24e-64	75.9472	93.9505	7725.63	null
1	1	11	29	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001411	0.419284	0.203231	0.203231	null	null	null	null	-0.465267	0.171473	0.00666069	0.191034	45.857	46	1497	3.50967	2.33283	0.78285	5.6297	66.0194	9.90499	71.2296	null	null	null	null	1	1	null	null	71.6491	71	65	57	1	null	null	4.45e-10	5.49185	9.90499	71.2296	null	55.493	55	1497	5.03	0.983411	0.655866	1.64429	59.1978	9.7326	24.4002	null	null	null	null	1	null	null	null	60.8421	60	65	57	3	2	null	0.0148991	4.86529	9.7326	24.4002	null
1	1	11	30	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001461	0.419284	0.271194	0.271194	null	null	null	null	0.288097	0.0749505	0.000121129	0.266879	45.8861	46	1492	3.52348	2.33283	0.983773	5.71272	66.0194	11.6255	67.5084	null	null	null	null	1	1	null	null	71.7321	70.5	65	56	3	null	null	2.04e-07	7.03625	11.6255	67.5084	null	55.7259	56	1492	4.9685	0.983411	0.78162	8.24862	59.1978	12.4185	131.055	null	null	null	null	1	1	null	1	67.4464	67	65	56	3	null	null	4.29e-15	5.77745	12.4185	131.055	null
1	1	11	31	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001511	0.419284	0.409194	0.409194	1	null	null	null	0.129925	0.0500704	0.00946345	0.413313	45.9392	46	1497	3.73911	2.33283	1.5888	69.3354	66.0194	29.337	1280.27	null	null	null	null	1	1	null	1	135.355	136	65	62	null	null	null	5.7e-50	12.301	29.337	1280.27	null	55.6627	56	1497	4.99697	0.983411	2.97083	169.818	59.1978	30.2078	1726.74	null	null	null	null	1	1	null	1	229.016	228.5	65	62	1	null	null	7.94e-55	23.3726	30.2078	1726.74	null
1	1	11	32	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001561	0.419284	0.55906	0.55906	1	null	null	null	0.0218646	0.0491622	0.656504	0.560077	45.8124	46	1482	3.64808	2.33283	4.20429	332.412	66.0194	80.9486	6400.19	null	null	null	null	1	1	null	1	398.431	403.5	65	58	null	1	null	2.14e-60	31.943	80.9486	6400.19	null	55.6336	55	1482	4.94671	0.983411	9.98091	690.216	59.1978	97.3291	6730.66	null	null	null	null	1	1	null	1	749.414	743	65	58	null	null	null	1.09e-56	76.0067	97.3291	6730.66	null
1	1	11	33	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001611	0.419284	0.123917	0.123917	1	null	null	null	-0.401	0.0573849	2.79e-12	0.11935	45.908	46	1424	3.27568	2.33283	1.49185	61.6246	66.0194	24.2441	1001.46	null	null	null	null	1	1	null	1	127.644	128	65	59	null	null	null	4.19e-47	11.2415	24.2441	1001.46	null	55.7247	56	1424	4.93201	0.983411	1.35757	34.4293	59.1978	15.6844	397.774	null	null	null	null	1	1	null	1	93.6271	93	65	59	1	null	null	2.1e-33	10.3855	15.6844	397.774	null
1	1	11	34	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001661	0.419284	0.605141	0.605141	1	null	null	null	-0.0267273	0.0491781	0.586799	0.607423	46.1327	46	1492	3.54408	2.33283	2.89965	200.093	66.0194	55.084	3801.14	null	null	null	null	1	1	null	1	266.113	269.5	65	62	null	null	null	1.66e-60	22.7179	55.084	3801.14	null	55.9223	56	1492	5.12964	0.983411	5.76516	361.641	59.1978	56.9797	3574.26	null	null	null	null	1	1	null	1	420.839	422	65	62	null	null	null	3.77e-57	45.3848	56.9797	3574.26	null
1	1	11	35	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001711	0.419284	0.69819	0.69819	1	null	null	null	-0.597696	0.065979	1.32e-19	0.698491	46.0838	46	1503	3.5581	2.33283	7.88319	574.669	66.0194	152.11	11088.5	null	null	null	null	1	1	null	1	640.689	634	65	61	null	null	null	2.11e-60	61.5282	152.11	11088.5	null	55.7432	56	1503	4.84863	0.983411	5.54442	287.769	59.1978	53.9497	2800.13	null	null	null	null	1	1	null	1	346.967	351	65	61	null	null	null	1.34e-51	43.2928	53.9497	2800.13	null
1	1	11	36	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001761	0.419284	0.790482	0.790482	1	null	null	null	-0.0444636	0.0492434	0.366561	0.791596	46.2169	46	1503	3.54478	2.33283	4.90276	356.464	66.0194	94.4202	6865	null	null	null	null	1	1	null	1	422.484	423	65	62	1	null	null	2.69e-61	38.5371	94.4202	6865	null	55.7572	56	1503	4.81843	0.983411	8.86369	635.641	59.1978	86.4131	6196.93	null	null	null	null	1	1	null	1	694.839	690.5	65	62	null	null	null	1.25e-60	69.7861	86.4131	6196.93	null
1	1	11	37	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001811	0.419284	0.398351	0.398351	1	null	null	null	0.0125276	0.0491635	0.798867	0.400933	46.1887	46	1510	3.53335	2.33283	1.93018	92.6755	66.0194	35.7978	1718.79	null	null	null	null	1	1	null	1	158.695	154	65	59	2	null	null	5.63e-50	14.6585	35.7978	1718.79	null	55.7073	56	1510	4.70414	0.983411	3.50218	174.751	59.1978	35.4543	1769.09	null	null	null	null	1	1	null	1	233.949	233	65	59	null	null	null	1.98e-49	26.8844	35.4543	1769.09	null
1	1	11	38	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001861	0.419284	0.963791	0.963791	1	null	null	null	0.0805815	0.0494861	0.103447	0.963822	46.1473	46	1820	3.57843	2.33283	33.3218	2325.13	66.0194	602.678	42053.7	null	null	null	null	1	1	null	1	2391.15	2357	65	60	null	null	null	2.07e-58	258.1	602.678	42053.7	null	55.7593	56	1820	4.80634	0.983411	68.8953	4877.02	59.1978	715.19	50627.5	null	null	null	null	1	1	null	1	4936.22	4862.5	65	60	null	null	null	9.1e-59	533.66	715.19	50627.5	null
