 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed
1	1	15	13	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000615	0.276083	0.245139	0.245139	1	null	null	null	0.0856577	0.0495804	0.0840508	0.245453	45.829	46	1485	3.50861	1.6697	1.55722	58.84	68.1764	26.7331	1010.12	null	null	null	null	1	1	null	1	127.016	126	67	61	null	null	null	1.46e-44	12.0575	26.7331	1010.12	null	55.0559	55	1485	4.64526	1.04243	2.01305	123.862	59.8595	19.9961	1230.35	null	null	null	null	1	1	null	1	183.721	181	67	61	1	1	null	2.99e-56	15.6909	19.9961	1230.35	null
1	1	15	14	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000665	0.276083	0.191872	0.191872	null	null	null	null	0.283546	0.280516	0.312111	0.189136	45.9192	46	1435	3.2652	1.6697	0.720596	1.16843	68.1764	9.37233	15.197	null	null	null	null	1	null	null	null	69.3448	69	67	58	null	null	null	0.109617	5.26342	9.37233	15.197	null	54.922	55	1435	4.59862	1.04243	0.765679	2.22675	59.8595	10.0388	29.1948	null	null	null	null	1	1	null	null	62.0862	62	67	58	3	1	null	0.00508324	5.75001	10.0388	29.1948	null
1	1	15	15	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000715	0.276083	-0.000134301	-0.000134301	1	null	null	null	0.190567	0.0510782	0.000190804	-0.000705313	46.1348	46	1469	3.52872	1.6697	2.19706	131.414	68.1764	39.0753	2337.23	null	null	null	null	1	1	null	1	199.59	200	67	61	null	null	null	6.69e-56	17.0854	39.0753	2337.23	null	54.8359	55	1469	4.70575	1.04243	5.74934	378.042	59.8595	55.1248	3624.68	null	null	null	null	1	1	null	1	437.902	439	67	61	null	null	null	1.15e-57	44.8927	55.1248	3624.68	null
1	1	15	16	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000765	0.276083	0.239461	0.239461	1	null	null	null	-0.0305385	0.0492922	0.53556	0.239406	46.3331	46	1447	3.55216	1.6697	1.4434	47.7903	68.1764	23.6912	784.405	null	null	null	null	1	1	null	1	115.967	115.5	67	60	null	null	null	7.24e-41	11.0683	23.6912	784.405	null	54.8956	55	1447	4.65915	1.04243	1.49879	70.3739	59.8595	15.5715	731.142	null	null	null	null	1	1	null	1	130.233	130	67	60	null	1	null	6.21e-49	11.5676	15.5715	731.142	null
1	1	15	17	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000815	0.276083	0.263771	0.263771	1	null	null	null	0.00431495	0.0491781	0.930082	0.264277	46.4045	46	1461	3.55677	1.6697	1.64796	69.6784	68.1764	28.3583	1199.03	null	null	null	null	1	1	null	1	137.855	139	67	62	null	null	null	6.59e-48	12.8763	28.3583	1199.03	null	54.8371	55	1461	4.69897	1.04243	2.22309	122.205	59.8595	22.03	1211.01	null	null	null	null	1	1	null	1	182.065	182.5	67	62	1	null	null	6.22e-54	17.4759	22.03	1211.01	null
1	1	15	18	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000865	0.276083	-0.0391563	-0.0391563	null	null	null	null	-0.594976	0.10823	3.86e-08	-0.0508268	46.379	46	1483	3.51755	1.6697	0.852627	15.9403	68.1764	10.507	196.434	null	null	null	null	1	1	null	1	84.1167	84	67	60	null	null	null	4.19e-28	6.41262	10.507	196.434	null	54.8523	55	1483	4.72415	1.04243	0.870474	3.60721	59.8595	12.0455	49.9161	null	null	null	null	1	1	null	1	63.4667	64	67	60	null	null	null	0.000105983	6.67011	12.0455	49.9161	null
1	1	15	19	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000915	0.276083	-0.0506568	-0.0506568	null	null	null	null	-0.530007	1.10371	0.631082	-0.0680644	46.4098	46	1508	3.55735	1.6697	0.645823	1.14564	68.1764	8.50595	15.0889	null	null	null	null	1	null	null	null	69.322	69	67	59	null	null	null	0.0803762	4.70671	8.50595	15.0889	null	55.2036	55	1508	4.98548	1.04243	0.842518	0.343929	59.8595	10.9084	4.45297	null	null	null	null	1	null	null	null	60.2034	60	67	59	1	null	null	0.684552	6.39714	10.9084	4.45297	null
1	1	15	20	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000965	0.276083	0.176231	0.176231	1	null	null	null	0.479796	0.0605182	2.22e-15	0.177664	46.3908	46	1507	3.61556	1.6697	1.02665	31.9823	68.1764	17.3599	540.8	null	null	null	null	1	1	null	1	100.159	101	67	63	null	null	null	1.27e-41	7.98629	17.3599	540.8	null	55.0697	55	1507	4.94993	1.04243	3.09567	161.871	59.8595	31.219	1632.42	null	null	null	null	1	1	null	1	221.73	217	67	63	null	null	null	3.98e-53	24.5503	31.219	1632.42	null
1	1	15	21	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001015	0.276083	0.360518	0.360518	1	null	null	null	-0.155698	0.0506474	0.00211103	0.363777	46.3011	46	1501	3.63702	1.6697	1.07226	40.4204	68.1764	16.7332	630.784	null	null	null	null	1	1	null	1	108.597	109	67	62	null	null	null	3.6e-46	8.28876	16.7332	630.784	null	55.1019	55	1501	4.95105	1.04243	1.33308	40.3341	59.8595	14.5669	440.74	null	null	null	null	1	1	null	1	100.194	99.5	67	62	null	null	null	6.91e-39	10.4487	14.5669	440.74	null
1	1	15	22	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001065	0.276083	0.633532	0.633532	1	null	null	null	0.06355	0.0493542	0.197874	0.633974	46.3653	46	1489	3.63037	1.6697	4.95315	485.695	68.1764	90.2478	8849.5	null	null	null	null	1	1	null	1	553.871	557	67	62	null	null	null	5.17e-69	38.968	90.2478	8849.5	null	55.2774	55	1489	5.01533	1.04243	9.2906	1094.54	59.8595	86.9519	10244	null	null	null	null	1	1	null	1	1154.4	1148.5	67	62	null	1	null	1.09e-73	73.1474	86.9519	10244	null
1	1	15	23	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001115	0.276083	0.120109	0.120109	1	null	null	null	-0.0306725	0.0493676	0.534397	0.118463	46.386	46	1461	3.60425	1.6697	1.23692	37.964	68.1764	19.5901	601.265	null	null	null	null	1	1	null	1	106.14	107	67	57	2	null	null	4.99e-38	9.21071	19.5901	601.265	null	54.9925	55	1461	4.67952	1.04243	1.59152	52.0353	59.8595	17.136	560.265	null	null	null	null	1	1	null	1	111.895	112	67	57	1	null	null	1.7e-38	11.9772	17.136	560.265	null
1	1	15	24	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001165	0.276083	0.31024	0.31024	1	null	null	null	-0.137881	0.0501728	0.00599377	0.31076	46.4243	46	1454	3.68897	1.6697	2.22181	128.033	68.1764	39.5127	2276.94	null	null	null	null	1	1	null	1	196.21	197	67	62	null	null	null	1.38e-55	17.4207	39.5127	2276.94	null	54.8466	55	1454	4.60503	1.04243	3.02491	172.866	59.8595	29.0051	1657.57	null	null	null	null	1	1	null	1	232.726	235	67	62	null	null	null	7.93e-55	23.7971	29.0051	1657.57	null
1	1	15	25	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001215	0.276083	0.145351	0.145351	1	null	null	null	0.24555	0.0524934	2.9e-06	0.144983	46.4201	46	1464	3.69595	1.6697	1.03103	26.8075	68.1764	16.235	422.12	null	null	null	null	1	1	null	1	94.9839	95	67	62	null	null	null	2.19e-36	7.95786	16.235	422.12	null	54.8251	55	1464	4.60016	1.04243	1.97008	68.6083	59.8595	21.3351	742.996	null	null	null	null	1	1	null	1	128.468	130	67	62	null	null	null	3.4e-42	15.48	21.3351	742.996	null
1	1	15	26	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001265	0.276083	0.185686	0.185686	1	null	null	null	0.0677273	0.0499252	0.174916	0.184742	46.3786	46	1474	3.62599	1.6697	1.09099	21.0609	68.1764	16.0286	309.422	null	null	null	null	1	1	null	1	89.2373	88	67	59	2	null	null	5.87e-28	8.23227	16.0286	309.422	null	54.8345	55	1474	4.60199	1.04243	1.29293	31.1575	59.8595	15.007	361.642	null	null	null	null	1	1	null	1	91.0169	90	67	59	1	null	null	2.84e-32	9.88292	15.007	361.642	null
1	1	15	27	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001315	0.276083	0.105197	0.105197	1	null	null	null	0.354033	0.0557275	2.11e-10	0.103812	46.372	46	1465	3.63895	1.6697	1.0864	23.4957	68.1764	17.0843	369.487	null	null	null	null	1	1	null	1	91.6721	92	67	61	null	null	null	3.12e-31	8.33411	17.0843	369.487	null	54.8969	55	1465	4.68965	1.04243	1.9085	76.993	59.8595	20.6953	834.895	null	null	null	null	1	1	null	1	136.852	134	67	61	null	null	null	1.85e-45	14.8726	20.6953	834.895	null
1	1	15	28	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001365	0.276083	0.221464	0.221464	1	null	null	null	-0.0510987	0.0493624	0.300587	0.221976	46.3473	46	1483	3.59376	1.6697	1.39626	53.6684	68.1764	23.2592	894.023	null	null	null	null	1	1	null	1	121.845	121.5	67	58	1	1	null	1.04e-43	10.5195	23.2592	894.023	null	54.6986	55	1483	4.63486	1.04243	2.33908	77.6405	59.8595	23.9445	794.785	null	null	null	null	1	1	null	1	137.5	136	67	58	1	null	null	3.97e-39	17.7875	23.9445	794.785	null
1	1	15	29	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001415	0.276083	0.418249	0.418249	1	null	null	null	0.431772	0.0584735	1.54e-13	0.421143	46.2372	46	1501	3.44998	1.6697	1.54738	74.0778	68.1764	27.5897	1320.81	null	null	null	null	1	1	null	1	142.254	142	67	59	null	1	null	1.54e-49	11.7819	27.5897	1320.81	null	54.6875	55	1501	4.90092	1.04243	5.0776	373.225	59.8595	48.5622	3569.53	null	null	null	null	1	1	null	1	433.085	433	67	59	null	null	null	5.28e-59	38.9895	48.5622	3569.53	null
1	1	15	30	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001465	0.276083	-0.101646	-0.101646	1	null	null	null	-2	0.161376	2.84e-35	-0.106519	46.2116	46	1489	3.54904	1.6697	3.48772	353.718	68.1764	54.0818	5484.88	null	null	null	null	1	1	null	1	421.895	423	67	57	4	null	null	1.64e-65	26.2867	54.0818	5484.88	null	54.6938	55	1489	4.83771	1.04243	0.702353	4.19317	59.8595	7.7239	46.113	null	null	null	null	1	1	null	1	64.0526	64	67	57	null	2	null	1.39e-07	5.21475	7.7239	46.113	null
1	1	15	31	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001515	0.276083	-0.0261376	-0.0261376	1	null	null	null	0.0833894	0.0496802	0.0932452	-0.0296235	46.2433	46	1488	3.59593	1.6697	1.13043	34.1684	68.1764	17.9895	543.75	null	null	null	null	1	1	null	1	102.345	102	67	58	1	null	null	2.39e-38	8.4678	17.9895	543.75	null	54.8871	55	1488	4.8534	1.04243	2.15174	61.4854	59.8595	23.0572	658.853	null	null	null	null	1	1	null	1	121.345	118.5	67	58	4	null	null	1.24e-35	16.3584	23.0572	658.853	null
1	1	15	32	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001565	0.276083	0.509526	0.509526	1	null	null	null	0.208122	0.0514443	5.22e-05	0.510404	46.2592	46	1501	3.67334	1.6697	3.03092	123.949	68.1764	53.9401	2205.87	null	null	null	null	1	1	null	1	192.125	188.5	67	56	null	null	null	3.96e-43	22.6299	53.9401	2205.87	null	55.2412	55	1501	4.9355	1.04243	5.99949	371.748	59.8595	57.4867	3562.06	null	null	null	null	1	1	null	1	431.607	443	67	56	2	null	null	1.32e-52	44.886	57.4867	3562.06	null
1	1	15	33	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001615	0.276083	0.716727	0.716727	1	null	null	null	0.252579	0.0524944	1.5e-06	0.716982	46.2699	46	1508	3.65601	1.6697	7.27255	458.946	68.1764	133.504	8425.02	null	null	null	null	1	1	null	1	527.123	523	67	57	2	null	null	8.72e-54	54.885	133.504	8425.02	null	54.9662	55	1508	4.84855	1.04243	27.7732	1622.44	59.8595	257.993	15071.3	null	null	null	null	1	1	null	1	1682.3	1696	67	57	null	null	null	7.12e-52	209.681	257.993	15071.3	null
1	1	15	34	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001665	0.276083	-0.065314	-0.065314	null	null	null	null	0.324896	0.0933363	0.000499699	-0.081596	46.2483	46	1494	3.60628	1.6697	0.6414	3.92196	68.1764	8.02082	49.0448	null	null	null	null	1	1	null	null	72.0984	72	67	61	null	1	null	4.27e-08	4.7494	8.02082	49.0448	null	55.1379	55	1494	4.80257	1.04243	0.981594	7.59956	59.8595	13.3855	103.631	null	null	null	null	1	1	null	1	67.459	67	67	61	null	null	null	1.1e-10	7.6017	13.3855	103.631	null
1	1	15	35	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001715	0.276083	0.0464237	0.0464237	null	null	null	null	-2	2	1	0.0389731	46.357	46	1479	3.62179	1.6697	1.041	25.4042	68.1764	13.749	335.526	null	null	null	null	1	1	null	1	93.5806	92.5	67	62	null	null	null	1.04e-34	8.03792	13.749	335.526	null	55.1866	55	1479	4.74666	1.04243	0.791549	-0.0691387	59.8595	10.22	-0.892673	null	null	null	null	1	null	null	null	59.7903	59.5	67	62	1	null	null	0.930668	6.15147	10.22	-0.892673	null
1	1	15	36	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001765	0.276083	0.477516	0.477516	1	null	null	null	0.0721079	0.0494745	0.144985	0.480634	46.3459	46	1483	3.53845	1.6697	1.52021	55.1512	68.1764	25.9402	941.071	null	null	null	null	1	1	null	1	123.328	123.5	67	58	2	null	null	4.35e-42	11.4729	25.9402	941.071	null	55.2347	55	1483	4.69418	1.04243	2.65303	111.175	59.8595	26.5134	1111.04	null	null	null	null	1	1	null	1	171.034	172	67	58	null	null	null	1.16e-44	20.1816	26.5134	1111.04	null
1	1	15	37	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001815	0.276083	0.566801	0.566801	1	null	null	null	0.135981	0.0501497	0.00669786	0.569558	46.1992	46	1481	3.57376	1.6697	1.88021	82.7546	68.1764	33.1952	1461.04	null	null	null	null	1	1	null	1	150.931	151.5	67	58	null	null	null	1.83e-46	14.2347	33.1952	1461.04	null	55.0439	55	1481	4.53978	1.04243	4.69392	206.882	59.8595	45.3374	1998.22	null	null	null	null	1	1	null	1	266.741	264	67	58	1	null	null	8.84e-46	35.7347	45.3374	1998.22	null
1	1	15	38	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001865	0.276083	0.397693	0.397693	1	null	null	null	0.167632	0.0506862	0.000942178	0.399291	46.019	46	1528	3.68828	1.6697	1.78522	53.7008	68.1764	30.6511	922.007	null	null	null	null	1	1	null	1	121.877	124	67	57	null	null	null	7.24e-37	13.3899	30.6511	922.007	null	54.9791	55	1528	4.59559	1.04243	2.83284	136.562	59.8595	28.1358	1356.33	null	null	null	null	1	1	null	1	196.421	195	67	57	1	null	null	1.99e-47	21.3658	28.1358	1356.33	null
1	1	16	1	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000016	0.276083	0.173176	0.173176	1	null	null	null	-0.0465898	0.0492621	0.344275	0.173181	45.6114	46	1508	3.49958	1.6697	2.44045	149.262	68.1764	43.4692	2658.66	null	null	null	null	1	1	null	1	217.439	214	67	57	1	null	null	1.58e-53	18.3605	43.4692	2658.66	null	55.1386	55	1508	5.10136	1.04243	4.35797	249.456	59.8595	41.7217	2388.21	null	null	null	null	1	1	null	1	309.316	308	67	57	null	null	null	1.89e-51	32.8879	41.7217	2388.21	null
1	1	16	2	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000066	0.276083	0.0733737	0.0733737	1	null	null	null	-0.204374	0.053135	0.000119907	0.0670266	45.8246	46	1539	3.52592	1.6697	0.78238	18.0236	68.1764	9.80731	225.93	null	null	null	null	1	1	null	1	86.2	86.5	67	60	null	null	null	1.01e-33	5.85068	9.80731	225.93	null	55.0806	55	1539	5.18137	1.04243	0.996909	10.3739	59.8595	13.5617	141.124	null	null	null	null	1	1	null	1	70.2333	69	67	60	1	null	null	3.84e-15	7.65875	13.5617	141.124	null
1	1	16	3	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000116	0.276083	0.0528075	0.0528075	1	null	null	null	0.0306444	0.0492888	0.534119	0.0507894	45.9781	46	1506	3.54115	1.6697	1.62209	45.2447	68.1764	26.6875	744.39	null	null	null	null	1	1	null	1	113.421	113	67	57	1	null	null	3.19e-35	12.1493	26.6875	744.39	null	54.8001	55	1506	4.95527	1.04243	1.72838	77.0704	59.8595	17.9142	798.813	null	null	null	null	1	1	null	1	136.93	136	67	57	1	1	null	8.61e-46	13.0135	17.9142	798.813	null
1	1	16	4	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000166	0.276083	0.332969	0.332969	1	null	null	null	-0.100664	0.0496912	0.0427857	0.333368	45.9419	46	1514	3.56554	1.6697	2.75198	161.52	68.1764	49.0051	2876.22	null	null	null	null	1	1	null	1	229.696	232	67	56	1	1	null	1.03e-51	20.5373	49.0051	2876.22	null	54.7602	55	1514	5.01551	1.04243	3.57878	238.212	59.8595	34.2712	2281.17	null	null	null	null	1	1	null	1	298.071	294	67	56	null	null	null	2.31e-54	26.7642	34.2712	2281.17	null
1	1	16	5	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000216	0.276083	0.14024	0.14024	null	null	null	null	-0.0729815	0.0545578	0.180997	0.13714	45.9129	46	1446	3.26722	1.6697	0.77295	11.999	68.1764	9.41489	146.154	null	null	null	null	1	1	null	1	80.1754	80	67	57	1	null	null	1.91e-23	5.62876	9.41489	146.154	null	54.8617	55	1446	5.01764	1.04243	1.03481	8.82475	59.8595	14.4873	123.546	null	null	null	null	1	1	null	1	68.6842	69	67	57	null	null	null	8.34e-12	7.75324	14.4873	123.546	null
1	1	16	6	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000266	0.276083	0.0507963	0.0507963	null	null	null	null	0.477742	0.415556	0.250289	0.0418292	45.7841	46	1501	3.58665	1.6697	0.785298	0.857502	68.1764	10.2311	11.1718	null	null	null	null	1	null	null	null	69.0339	68	67	59	null	null	null	0.278804	5.82493	10.2311	11.1718	null	54.8321	55	1501	4.96264	1.04243	0.840234	2.56427	59.8595	10.9977	33.5634	null	null	null	null	1	1	null	null	62.4237	61	67	59	2	null	null	0.003371	6.37939	10.9977	33.5634	null
1	1	16	7	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000316	0.276083	0.288018	0.288018	1	null	null	null	0.158496	0.0517787	0.0022058	0.290781	45.7722	46	1484	3.53186	1.6697	0.841344	13.4903	68.1764	11.0233	176.75	null	null	null	null	1	1	null	1	81.6667	82	67	57	1	null	null	6.44e-24	6.16248	11.0233	176.75	null	55.0155	55	1484	4.72527	1.04243	1.08326	19.5616	59.8595	14.0989	254.598	null	null	null	null	1	1	null	1	79.4211	79	67	57	2	null	null	2.2e-25	8.12172	14.0989	254.598	null
1	1	16	8	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000366	0.276083	0.163576	0.163576	null	null	null	null	-2	2	1	0.158925	45.8421	46	1482	3.5047	1.6697	1.051	26.1403	68.1764	13.8811	345.247	null	null	null	null	1	1	null	1	94.3167	95	67	60	null	null	null	1.75e-34	7.9862	13.8811	345.247	null	55.3084	55	1482	4.816	1.04243	0.62142	-1.05946	59.8595	8.02335	-13.679	null	null	null	null	1	null	null	null	58.8	60	67	60	2	1	null	0.0930489	4.71133	8.02335	-13.679	null
1	1	16	9	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000416	0.276083	0.260969	0.260969	null	null	null	null	-0.438565	0.173985	0.011712	0.263326	45.7934	46	1486	3.57183	1.6697	0.767233	7.3236	68.1764	9.67025	92.3072	null	null	null	null	1	1	null	1	75.5	75	67	58	2	null	null	4.96e-14	5.63277	9.67025	92.3072	null	55.2544	55	1486	4.80291	1.04243	1.03138	2.48537	59.8595	13.954	33.6256	null	null	null	null	1	null	null	null	62.3448	61	67	58	1	null	null	0.0191138	7.79463	13.954	33.6256	null
1	1	16	10	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000466	0.276083	0.0293856	0.0293856	1	null	null	null	0.193586	0.0513056	0.00016117	0.0263682	46.0201	46	1489	3.73477	1.6697	0.950978	29.2268	68.1764	15.0509	462.565	null	null	null	null	1	1	null	1	97.4032	97	67	62	null	null	null	3.58e-41	7.31372	15.0509	462.565	null	55.3009	55	1489	4.86603	1.04243	2.0489	67.0438	59.8595	22.076	722.368	null	null	null	null	1	1	null	1	126.903	125	67	62	null	null	null	1.34e-40	16.1018	22.076	722.368	null
1	1	16	11	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000516	0.276083	0.284189	0.284189	1	null	null	null	-0.0169643	0.0491949	0.730215	0.285528	45.9235	46	1477	3.59957	1.6697	1.40382	69.6403	68.1764	24.1372	1197.39	null	null	null	null	1	1	null	1	137.817	137.5	67	60	2	1	null	2.42e-51	10.7585	24.1372	1197.39	null	55.2864	55	1477	4.87957	1.04243	2.47332	116.107	59.8595	24.5298	1151.52	null	null	null	null	1	1	null	1	175.967	175	67	60	null	null	null	1.31e-48	19.1329	24.5298	1151.52	null
1	1	16	12	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000566	0.276083	0.0978736	0.0978736	1	null	null	null	-0.368679	0.0561253	5.07e-11	0.0957664	45.8566	46	1513	3.58401	1.6697	1.54026	88.9665	68.1764	26.1775	1512.03	null	null	null	null	1	1	null	1	157.143	157	67	56	2	null	null	2.94e-52	11.4247	26.1775	1512.03	null	55.4012	55	1513	4.75772	1.04243	1.38996	64.4798	59.8595	13.9463	646.965	null	null	null	null	1	1	null	1	124.339	124.5	67	56	1	1	null	2.45e-46	10.3577	13.9463	646.965	null
1	1	16	13	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000616	0.276083	-0.0758135	-0.0758135	1	null	null	null	0.0422551	0.0492836	0.391231	-0.0801448	45.9116	46	1459	3.23387	1.6697	1.14638	60.3321	68.1764	19.6449	1033.88	null	null	null	null	1	1	null	1	128.508	129	67	59	null	null	null	4.84e-53	8.66498	19.6449	1033.88	null	55.074	55	1459	4.52943	1.04243	2.14735	114.513	59.8595	21.3684	1139.53	null	null	null	null	1	1	null	1	174.373	172	67	59	1	null	null	3.04e-51	16.4651	21.3684	1139.53	null
1	1	16	14	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000666	0.276083	0.0218284	0.0218284	1	null	null	null	-0.0177302	0.0491908	0.718519	0.0200409	45.8438	46	1440	3.24041	1.6697	1.69893	74.349	68.1764	29.2786	1281.3	null	null	null	null	1	1	null	1	142.525	141	67	59	null	null	null	4.58e-47	12.9553	29.2786	1281.3	null	54.8694	55	1440	4.58322	1.04243	2.14562	124.31	59.8595	21.2309	1230.04	null	null	null	null	1	1	null	1	184.169	185	67	59	1	null	null	2.62e-53	16.4518	21.2309	1230.04	null
1	1	16	15	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000716	0.276083	0.14496	0.14496	null	null	null	null	-1.046	0.201195	2e-07	0.140926	46.1795	46	1471	3.61898	1.6697	0.937172	22.4098	68.1764	11.6612	278.845	null	null	null	null	1	1	null	1	90.5862	91	67	58	null	null	null	3.3e-33	6.96617	11.6612	278.845	null	54.9952	55	1471	4.63534	1.04243	0.855577	1.83019	59.8595	11.7253	25.082	null	null	null	null	1	null	null	null	61.6897	62	67	58	null	null	null	0.0365322	6.44329	11.7253	25.082	null
1	1	16	16	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000766	0.276083	0.619432	0.619432	1	null	null	null	0.153296	0.0503977	0.00235221	0.620182	46.3121	46	1477	3.54311	1.6697	3.76628	253.449	68.1764	66.8644	4499.59	null	null	null	null	1	1	null	1	321.625	320	67	56	null	null	null	9.26e-55	28.1429	66.8644	4499.59	null	54.9898	55	1477	4.92373	1.04243	7.90174	666.748	59.8595	75.898	6404.26	null	null	null	null	1	1	null	1	726.607	719.5	67	56	3	null	null	6.79e-60	59.1235	75.898	6404.26	null
1	1	16	17	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000816	0.276083	0.285693	0.285693	1	null	null	null	-0.0760918	0.0494767	0.124065	0.286238	46.5104	46	1489	3.51342	1.6697	1.91022	91.578	68.1764	33.2458	1593.84	null	null	null	null	1	1	null	1	159.754	159	67	57	2	null	null	6.17e-48	14.3394	33.2458	1593.84	null	54.9812	55	1489	4.91045	1.04243	2.63681	136.527	59.8595	25.8354	1337.68	null	null	null	null	1	1	null	1	196.386	197	67	57	null	null	null	3.72e-49	19.8843	25.8354	1337.68	null
